system:index,Dissolved Reactive Phosphorus,Electrical Conductance,Index,Latitude,Longitude,MNDWI,NDMI,Sample Date,Total Alkalinity,elevation,green,humidity,modis_lc_class,nir,pet,population_3km,precip_0d,precip_1d,precip_3d_sum,slope,soil_clay,soil_ph,soil_sand,swir16,swir22,temp_c,water_occurrence,.geo
00000000000000001da1,120,168.5,7586,-30.56833267,29.422778,-0.167788028,0.121997014,11/3/2015,61.19499969,1249,8998.5,86.10555531,10,16136,157.8,16562.17874,3.898364544,11.01641178,14.91477633,7.497287757,29,60,49,12627,9721,17.02305565,0,"{""type"":""Point"",""coordinates"":[29.422778,-30.568332672119144]}"
00000000000000001da2,20,107.0999985,7587,-30.57083321,29.150556,-0.155286673,0.044299432,11/3/2015,46.7159996,1357,9878.5,81.73122205,10,14763,159.7,52.77952463,5.376517418,19.15969506,24.53621248,3.720972565,28,61,43,13510.5,10957.5,17.54323794,0,"{""type"":""Point"",""coordinates"":[29.150556000000005,-30.570833206176758]}"
00000000000000001da3,87,185.6999969,7588,-31.104278,29.399722,-0.127162281,0.085215784,11/3/2015,77.83899689,378,9196,83.2256568,10,14088,154.2,1905.793709,10.55230795,11.45198453,22.00429248,21.01506594,25,67,56,11875.5,9730.5,20.45054588,0,"{""type"":""Point"",""coordinates"":[29.399721999999997,-31.104278]}"
00000000000000001da4,20,215,7589,-30.830556,26.92138863,-0.056538008,0.060357403,12/3/2015,101.7249985,1328,9203,70.20712129,10,11630,205.40001,20.86847675,4.627418041,13.8822546,24.84285212,5.125250093,25,70,55,10306,8847,19.05754687,69,"{""type"":""Point"",""coordinates"":[26.921388626098633,-30.830556]}"
00000000000000001da5,20,55.29999924,7590,-24.670833,28.56083298,-0.221745587,0.051294781,12/3/2015,10,1148,9434,45.64084892,10,16411.5,187.5,14.20589802,0,0,0,3.704791834,25,60,57,14810,12010.5,23.22356249,0,"{""type"":""Point"",""coordinates"":[28.560832977294922,-24.670833000000002]}"
00000000000000001da6,68,188.6999969,7591,-28.75,30.44277763,-0.125310454,0.031121322,12/3/2015,67.56400299,536,10653.5,61.50770436,10,14586.5,181.40001,13559.2475,1.676120039,5.672165108,7.348285147,5.601550487,27,72,54,13706,11386,22.06120898,0,"{""type"":""Point"",""coordinates"":[30.442777633666996,-28.75]}"
00000000000000001da7,195,129,7592,-29.16166687,30.629722,-0.189598172,0.083834586,12/3/2015,43.38299942,961,9131,71.77888864,10,15856.5,155,222.4606351,3.498406142,10.49521887,13.99362502,3.314888333,30,61,50,13403.5,10831.5,20.89226367,0,"{""type"":""Point"",""coordinates"":[30.629722000000005,-29.16166687011719]}"
00000000000000001da8,20,937,7593,-26.61944389,27.98083305,-0.199019898,0.059373291,12/3/2015,197.470993,1438,9480,61.27060102,10,15982.5,190,8534.73687,8.503854752,4.251927376,12.75578213,4.167446694,27,63,61,14191,11346.5,19.59457486,0,"{""type"":""Point"",""coordinates"":[27.98083305358887,-26.61944389343262]}"
00000000000000001da9,10,165.6999969,7594,-34.092222,21.295278,-0.255596196,0.047925449,5/11/2013,5.749000072,96,10176,70.83098068,12,18892,163.8,4963.559254,0,0,0,2.780288516,19,66,60,17164,13302.5,18.34118932,0,"{""type"":""Point"",""coordinates"":[21.295277999999996,-34.09222199999999]}"
00000000000000001daa,120,670,7595,-27.38972222,26.46388889,0.028759149,0.046131205,12/3/2015,134.8959961,1249,8925,54.31585429,10,9241,219.6,188.6484092,5.408749938,8.956533432,14.36528337,0,23,70,62,8426,8247.5,21.99992968,81,"{""type"":""Point"",""coordinates"":[26.46388889,-27.38972222]}"
00000000000000001dab,92,336.480011,7596,-34.092222,21.295278,-0.25155453,0.059868265,7/1/2014,26.68000031,96,10050.5,95.83765325,12,18947,55.600002,4963.559254,0,0,0,2.780288516,19,66,60,16806.5,13477.5,19.51486295,0,"{""type"":""Point"",""coordinates"":[21.295277999999996,-34.09222199999999]}"
00000000000000001dac,187,1080,7597,-28.11750031,26.71944427,-0.185008042,0.005735391,12/3/2015,161.3379974,1283,9627.5,64.51150679,10,14160,216.3,133.6566208,0,0,0,4.744318206,25,67,61,13998.5,11588,20.91366666,0,"{""type"":""Point"",""coordinates"":[26.719444274902344,-28.11750030517578]}"
00000000000000001dad,182,728,7598,-27.39861107,26.614722,-0.157735156,0.106252438,12/3/2015,186.4340057,1257,9167,54.51094491,10,15596.5,218.2,4748.400005,6.609497214,6.829764576,13.43926179,5.579448911,30,67,55,12600.5,10476.5,21.93808072,0,"{""type"":""Point"",""coordinates"":[26.614722,-27.398611068725586]}"
00000000000000001dae,74,209,7599,-29.16027832,26.573333,-0.158101097,0.01905187,12/3/2015,95,1339,9984.5,73.01353729,10,14268,220.1,19.75465756,0,7.261898164,18.9796748,0.927409937,23,74,64,13734.5,11767,19.23251432,0,"{""type"":""Point"",""coordinates"":[26.573333,-29.160278320312504]}"
00000000000000001daf,141,521,7600,-31.000833,26.35305595,-0.130025663,0.017234966,12/3/2015,221.1690063,1378,9153,66.50173293,7,12306,208.7,6924.520543,0,13.45384418,24.18706743,9.105492004,25,68,56,11889,10287,19.59164518,0,"{""type"":""Point"",""coordinates"":[26.353055953979492,-31.000833000000004]}"
00000000000000001db0,69,193.3999939,7601,-30.67972183,26.71249962,-0.005952976,0.096448069,12/3/2015,85.14900208,1298,9935.5,67.4753786,13,12201,211.40001,14404.58301,2.499097236,9.084969735,25.57399126,0,27,69,53,10054.5,8757.5,19.61028124,35,"{""type"":""Point"",""coordinates"":[26.712499618530273,-30.67972183227539]}"
00000000000000001db1,20,48.70000076,7602,-31.031389,28.88333321,-0.038444905,0.052541949,12/3/2015,15.86299992,825,10561,78.79714507,10,12670.5,161.1,1089.941254,2.522114981,7.957698787,19.72050621,8.813167604,21,69,58,11405.5,9951.5,18.81308072,0,"{""type"":""Point"",""coordinates"":[28.883333206176754,-31.031389]}"
00000000000000001db2,20,120,7603,-30.86013889,29.07125092,-0.075955076,0.123735008,12/3/2015,46.00500107,825,10243.5,75.81030429,10,15296,161.8,1212.160982,0,7.4908929,18.89277033,1.423655925,27,70,51,11927.5,10162,19.52719205,20,"{""type"":""Point"",""coordinates"":[29.071250915527344,-30.860138889999998]}"
00000000000000001db3,38,98.69999695,7604,-30.77586667,29.03221667,-0.217181696,0.010854207,12/3/2015,36.86899948,900,9905,78.34807348,10,15739,162.90001,759.757004,0,7.884316355,17.71769419,9.3162766,22,67,58,15401,12011,18.819347,0,"{""type"":""Point"",""coordinates"":[29.032216669999997,-30.775866669999996]}"
00000000000000001db4,20,508,7605,-34.250556,20.99250031,-0.172728911,-0.016445892,12/3/2015,30.77099991,31,9188.5,76.24596558,9,12604,180.8,77.13635747,0,0,0,18.15443456,18,71,68,13025.5,11092.5,20.76905403,0,"{""type"":""Point"",""coordinates"":[20.99250030517578,-34.250556]}"
00000000000000001db5,168,337.1000061,7606,-28.308889,31.90250015,-0.195406024,0.057387915,12/3/2015,114.9609985,66,9930.5,58.44378649,10,16550.5,171.8,3.619274209,3.89401697,0,3.89401697,2.804938618,28,67,57,14754,12006,26.07919401,0,"{""type"":""Point"",""coordinates"":[31.902500152587894,-28.308888999999997]}"
00000000000000001db6,26,761,7607,-27.39999962,26.62472153,-0.150245166,0.106230793,12/3/2015,159.3399963,1256,9185,54.51094491,10,15388.5,218.2,9419.340181,6.688902851,6.688902851,13.3778057,0.927409937,27,67,60,12433,10164.5,21.93808072,0,"{""type"":""Point"",""coordinates"":[26.62472152709961,-27.399999618530273]}"
00000000000000001db7,20,1092,7608,-28.11666679,26.725278,-0.179920543,0.053141458,13-03-2015,188,1289,9340.5,51.11699051,10,14947.5,216.3,119.0446899,0,0,0,6.408192064,23,67,64,13439,10838,22.55327441,0,"{""type"":""Point"",""coordinates"":[26.725278,-28.116666793823242]}"
00000000000000001db8,43,646,7609,-27.573056,24.746389,-0.178164895,0.019658463,13-03-2015,155.0339966,1094,9801,37.47052443,10,14614,235,5544.679125,0,0,17.41720263,1.397953513,26,65,62,14050.5,11959,25.07215462,0,"{""type"":""Point"",""coordinates"":[24.746389,-27.573056]}"
00000000000000001db9,20,992,7610,-27.902778,24.615556,-0.208103131,-0.013730824,13-03-2015,189.4100037,1053,10320,39.97213873,7,15317.5,230.90001,1644.549551,0,0,18.48642766,1.049385724,21,69,65,15744,12845.5,24.63489876,0,"{""type"":""Point"",""coordinates"":[24.615556000000005,-27.902778]}"
00000000000000001dba,20,106.8000031,7611,-29.98777771,29.8516674,-0.203358128,0.193081215,14-03-2015,40.21500015,1004,9157,78.92528381,12,20451.5,155.3,370.9170254,11.80952652,3.93650894,33.3023663,12.58903658,29,60,45,13832,10370.5,19.91180318,0,"{""type"":""Point"",""coordinates"":[29.851667404174794,-29.98777770996094]}"
00000000000000001dbb,85,418,7612,-25.99135971,27.84207916,-0.169059977,0.040530008,16-03-2015,90.31300354,1364,12687,55.29639607,10,19357.5,187.6,2635.529451,16.71480945,0,24.13460859,2.964988382,26,62,60,17849.5,14168,21.27388344,0,"{""type"":""Point"",""coordinates"":[27.842079162597656,-25.991359710693363]}"
00000000000000001dbc,20,876,7613,-26.45000076,28.0858326,-0.200561308,0.059871466,16-03-2015,123.2890015,1476,9400,50.77769662,10,15914.5,186.7,2497.012211,7.565829603,2.362978055,15.4471533,3.239776951,29,64,53,14116.5,11178,21.46341794,0,"{""type"":""Point"",""coordinates"":[28.085832595825195,-26.45000076293945]}"
00000000000000001dbd,20,102.9000015,7614,-32.502778,19.53583336,-0.223534699,-0.047600726,16-03-2015,11.44200039,383,12095,44.08463415,7,17327,234,0.88511121,0,0,0,2.989208199,18,75,72,19059,16760,21.34972979,0,"{""type"":""Point"",""coordinates"":[19.535833358764652,-32.502778]}"
00000000000000001dbe,50,882,7615,-22.225556,29.990556,0.061982507,7.14E-04,17-03-2015,109,426,9106.5,40.30054977,10,8055,192.8,21294.96829,0,0,0,1.001830449,32,72,50,8043.5,7924.5,29.63308868,83,"{""type"":""Point"",""coordinates"":[29.990556,-22.225556000000005]}"
00000000000000001dbf,20,414,7616,-24.183889,30.82388878,,,17-03-2015,153.9109955,371,,61.5382803,10,,173.7,61.73913658,3.270293951,3.270293951,6.540587902,4.627367506,30,69,53,,,25.94705353,0,"{""type"":""Point"",""coordinates"":[30.823888778686523,-24.183889]}"
00000000000000001dc0,107,509,7617,-26.861111,28.88472176,-0.205778286,0.020793308,17-03-2015,158.3470001,1525,9484,52.72539153,12,15010,182.40001,129.3694391,0,5.714382451,13.02897588,2.784306215,32,67,54,14398.5,11689,20.49108022,0,"{""type"":""Point"",""coordinates"":[28.884721755981445,-26.861111]}"
00000000000000001dc1,91,186.1999969,7618,-27.80277824,28.76833344,,,17-03-2015,62.54800034,1562,,64.69545356,10,,181.8,25.10478839,0,5.949888033,26.33113725,9.528580035,32,65,51,,,18.55846303,0,"{""type"":""Point"",""coordinates"":[28.768333435058594,-27.80277824401856]}"
00000000000000001dc2,20,271.5,7619,-34.075556,20.145556,-0.250907926,-0.058047613,17-03-2015,15.82299995,122,10519.5,70.77963774,10,15639,182.5,130.2599768,0,0,0,10.59294441,20,71,65,17566.5,13993.5,17.29470978,0,"{""type"":""Point"",""coordinates"":[20.145556000000003,-34.075556000000006]}"
00000000000000001dc3,20,81.80000305,7620,-32.59583282,19.009444,-0.194355409,0.046476463,17-03-2015,10,157,9677,41.18871158,13,15744.5,221.2,9366.9692,0,0,0,0.927409937,21,69,64,14346,11347,23.08377228,0,"{""type"":""Point"",""coordinates"":[19.009444,-32.59583282470704]}"
00000000000000001dc4,168,521,7621,-25.45963889,28.26430556,-0.188799933,0.073204654,17-03-2015,153.2310028,1098,9321.5,46.70568644,10,15818.5,192.90001,231.3726619,0,9.580971307,9.580971307,2.96339529,23,64,63,13660.5,11150,24.17760366,0,"{""type"":""Point"",""coordinates"":[28.264305560000004,-25.45963889]}"
00000000000000001dc5,100,573,7622,-25.81048333,27.90955222,-0.199131342,0.018027756,18-03-2015,124.2529984,1184,9404,70.53982039,7,14597.5,191.90001,1554.076475,9.126326561,0,17.02819176,3.5999893,27,65,54,14080.5,11517,21.07332191,0,"{""type"":""Point"",""coordinates"":[27.909552220000002,-25.810483330000004]}"
00000000000000001dc6,40,393,7623,-29.641944,30.6875,-0.163816254,0.178899083,18-03-2015,69.86299896,267,8874,77.98846791,9,17733,158.7,7744.692514,17.74006547,0,20.77742561,11.42721237,18,60,65,12351,9491,21.52408689,2,"{""type"":""Point"",""coordinates"":[30.6875,-29.64194399999999]}"
00000000000000001dc7,21,679,7624,-26.90500069,32.32472229,-0.149034902,0.236401811,18-03-2015,195.1459961,39,8619,73.44926179,9,18844,175,216.0523076,5.357209617,0,10.71441923,2.125689104,28,58,55,11638,9108,24.92553546,0,"{""type"":""Point"",""coordinates"":[32.32472229003906,-26.905000686645508]}"
00000000000000001dc8,20,111.0999985,7625,-29.758889,30.93527794,-0.108594051,0.142443962,18-03-2015,29.47100067,181,8106,83.39447701,14,13430,153.6,149307.1504,22.85664051,0,28.59401996,29.84578597,22,59,59,10081,8509,22.15600421,0,"{""type"":""Point"",""coordinates"":[30.935277938842777,-29.758889000000003]}"
00000000000000001dc9,34,279.5,7626,-27.00222015,28.76527977,-0.165545144,-0.008250975,18-03-2015,107.7959976,1497,9951.5,69.07774527,12,13672.5,183.40001,14.21860327,11.46396536,0,19.3057703,2.968161592,27,69,57,13900,11319,19.64631996,0,"{""type"":""Point"",""coordinates"":[28.765279769897457,-27.00222015380859]}"
00000000000000001dca,20,856,7627,-26.61944389,27.98083305,-0.120990964,0.072921371,18-03-2015,123.0100021,1438,8852.5,71.05747985,10,13065.5,190,8534.73687,0,0,4.251927376,4.167446694,27,63,61,11289.5,9630,19.97859535,0,"{""type"":""Point"",""coordinates"":[27.98083305358887,-26.61944389343262]}"
00000000000000001dcb,20,137.3999939,7628,-33.13082886,18.86277962,-0.144713566,0.044298682,18-03-2015,13.49600029,31,11485,53.66952491,12,16796.5,209.90001,338.762482,0,0,0,0,23,68,63,15371.5,13546.5,21.56420733,0,"{""type"":""Point"",""coordinates"":[18.862779617309574,-33.130828857421875]}"
00000000000000001dcc,165,694,7629,-27.01011111,26.69808333,-0.072420791,0.133852974,19-03-2015,130.1029968,1291,8914.5,58.17393822,10,13492,210,3398.219243,8.059592308,0,8.059592308,3.847464255,,,,10306.5,8778,21.92671229,61,"{""type"":""Point"",""coordinates"":[26.69808333,-27.01011111]}"
00000000000000001dcd,20,397,7630,-23.65805626,31.04999924,-0.191335304,0.013687681,19-03-2015,87.51300049,329,10051.5,53.71199007,10,15219,177.1,3.588585011,5.027406566,0,14.7179221,7.570359435,25,72,61,14808,12401.5,28.28999354,0,"{""type"":""Point"",""coordinates"":[31.049999237060554,-23.658056259155277]}"
00000000000000001dce,20,447,7631,-24.058889,31.237222,-0.18846106,0.054911009,19-03-2015,142.8070068,284,9790,54.44189187,10,16003,174.1,0,7.880667138,0,15.76133428,1.375216872,26,69,59,14337,11913,28.32449875,0,"{""type"":""Point"",""coordinates"":[31.237222,-24.058889]}"
00000000000000001dcf,20,359.2000122,7632,-27.36361122,31.78333282,-0.183221371,0.142196306,19-03-2015,132.5919952,165,9088.5,64.95776196,9,17531,170.5,205.2347909,14.38473387,4.794911462,23.97455679,2.780288516,26,62,56,13166,10162,26.4311882,0,"{""type"":""Point"",""coordinates"":[31.78333282470703,-27.363611221313477]}"
00000000000000001dd0,38,710,7633,-26.64805603,27.089444,-0.197327413,0.061443727,19-03-2015,234.3849945,1357,9400.5,62.44953227,10,15858.5,197.3,592.6822819,0.808355177,0,0.808355177,1.037605708,25,62,62,14022.5,10706.5,21.26704432,0,"{""type"":""Point"",""coordinates"":[27.089444000000004,-26.64805603027344]}"
00000000000000001dd1,159,673,7634,-26.97027779,27.21111107,-0.045340177,0.032058152,19-03-2015,127.8349991,1326,9485.5,63.28692407,10,11074.5,199.8,80.65729868,0,0,0,0,,,,10386.5,9380.5,20.97944667,91,"{""type"":""Point"",""coordinates"":[27.211111068725586,-26.970277786254883]}"
00000000000000001dd2,178,888,7635,-26.88027763,26.96500015,-0.204781705,0.053846656,19-03-2015,237.4660034,1302,9562.5,61.07745232,10,16136.5,201.8,176.5934708,0,4.441603349,4.441603349,1.393106924,,,,14487.5,11273,21.73302739,0,"{""type"":""Point"",""coordinates"":[26.96500015258789,-26.880277633666996]}"
00000000000000001dd3,53,109,7636,-27.42749977,28.52583313,-0.222718964,0.260453159,19-03-2015,38.63499832,1513,8823.5,78.05078482,12,23656.5,186.1,28.86670628,6.735178947,13.47035789,20.20553684,4.27352172,23,71,66,13880,10145,18.49564133,0,"{""type"":""Point"",""coordinates"":[28.525833129882812,-27.427499771118168]}"
00000000000000001dd4,148,1027,7637,-26.98472222,26.63227778,-0.189334566,0.050937259,19-03-2015,135.8159943,1289,9645.5,57.18569032,10,15670,207.8,44422.56933,0.112919746,0,5.322700566,5.189790205,27,68,58,14151,11511.5,22.03657557,0,"{""type"":""Point"",""coordinates"":[26.63227778,-26.984722220000002]}"
00000000000000001dd5,20,140.3000031,7638,-24.67916679,30.80249977,-0.172559109,0.045102325,20-03-2015,54.36100006,1110,9326.5,78.96085227,10,14465,162.7,4578.779973,3.329712697,11.2922292,20.26805649,1.854334169,37,69,42,13216.5,11050,20.06563085,0,"{""type"":""Point"",""coordinates"":[30.80249977111816,-24.679166793823242]}"
00000000000000001dd6,5,50.09999847,7639,-29.74416733,29.905833,-0.149457551,0.108550301,20-03-2015,23,917,9545,74.24591034,10,16041,161,1138.658403,0,17.5646873,21.50022028,18.34238604,29,70,46,12899.5,10156,18.81668879,0,"{""type"":""Point"",""coordinates"":[29.905833,-29.74416732788086]}"
00000000000000001dd7,20,354,7640,-28.96361923,19.15485954,,,21-03-2015,125.9260025,305,,30.65162653,7,,253.7,15.36321814,0,4.794022456,4.794022456,0.927409937,24,73,55,,,26.74365959,97,"{""type"":""Point"",""coordinates"":[19.15485954284668,-28.963619232177734]}"
00000000000000001dd8,20,401,7641,-25.4903698,30.69860077,-0.159540991,0.161654521,23-03-2015,91.33999634,827,8880.5,69.71209018,10,16977,165,1494.028547,0,8.936444835,17.87288967,6.887643376,26,63,57,12252,9523.5,20.52412885,0,"{""type"":""Point"",""coordinates"":[30.69860076904297,-25.49036979675293]}"
00000000000000001dd9,20,62.90000153,7642,-29.74416733,29.905833,-0.149457551,0.108550301,23-03-2015,25.5189991,917,9545,91.69397279,10,16041,161,1138.658403,2.961283366,8.628151973,20.47328559,18.34238604,29,70,46,12899.5,10156,17.41109174,0,"{""type"":""Point"",""coordinates"":[29.905833,-29.74416732788086]}"
00000000000000001dda,159,674,7643,-26.97027779,27.21111107,-0.045340177,0.032058152,23-03-2015,135.5310059,1326,9485.5,78.42886799,10,11074.5,199.8,80.65729868,0,13.97303099,28.93413799,0,,,,10386.5,9380.5,18.68876101,91,"{""type"":""Point"",""coordinates"":[27.211111068725586,-26.970277786254883]}"
00000000000000001ddb,20,433,7644,-29.042222,24.60000038,-0.021158592,0.096897609,23-03-2015,177,1111,8824.5,76.63148908,10,11181.5,236.1,16709.74304,23.00984754,4.601969368,32.64510472,3.678716605,28,70,54,9206,8114.5,19.91548627,0,"{""type"":""Point"",""coordinates"":[24.600000381469727,-29.042222000000006]}"
00000000000000001ddc,20,757,7645,-29.03333282,23.983333,-0.175109272,0.062592643,23-03-2015,229,1004,9766.5,72.52001613,7,15771,230.7,134.3187599,15.4075716,7.467343857,37.80960317,9.199528726,25,72,62,13913,11623.5,20.92419395,0,"{""type"":""Point"",""coordinates"":[23.983332999999995,-29.033332824707024]}"
00000000000000001ddd,23,729,7646,-33.50166702,21.624167,-0.109339893,0.104235896,23-03-2015,186.7030029,240,9414.5,76.08511213,9,14455,189.6,46.99632708,0,0,5.115289473,0,19,71,65,11726,9460.5,19.69299278,0,"{""type"":""Point"",""coordinates"":[21.624167000000003,-33.50166702270508]}"
00000000000000001dde,141,291.2999878,7647,-33.38056183,19.30167007,-0.236230637,-0.013135855,23-03-2015,64.14800262,442,10650,72.86580881,9,16791,196.40001,11823.87985,0,0,0,1.446738319,19,68,61,17238,13322.5,18.61364708,0,"{""type"":""Point"",""coordinates"":[19.301670074462894,-33.38056182861328]}"
00000000000000001ddf,183,584,7648,-27.01011111,26.69808333,-0.072420791,0.133852974,24-03-2015,134.5859985,1291,8914.5,79.09635391,10,13492,210,3398.219243,4.585614397,0,30.60340343,3.847464255,,,,10306.5,8778,18.13653272,61,"{""type"":""Point"",""coordinates"":[26.69808333,-27.01011111]}"
00000000000000001de0,20,955,7649,-22.93499947,28.004167,-0.143856511,0.027456947,24-03-2015,116.1949997,780,10525,32.86493684,10,14856,199.5,138.9965552,0,0,1.798253714,2.216388343,25,65,59,14062,11962,27.23443311,0,"{""type"":""Point"",""coordinates"":[28.004167000000002,-22.934999465942386]}"
00000000000000001de1,20,700,7650,-34.065833,20.40416718,-0.094137573,0.121628142,24-03-2015,52.19499969,64,8290,86.45511128,10,12786,177.6,395.2092146,0,0,55.34518426,5.876756687,16,63,66,10013,8608,19.87286084,26,"{""type"":""Point"",""coordinates"":[20.40416717529297,-34.065833]}"
00000000000000001de2,20,64.19999695,7651,-23.7630558,27.9086113,,,24-03-2015,10,881,,33.80929171,10,,190.7,0.965373706,0,0,3.904029904,14.64980216,21,61,60,,,25.86512973,0,"{""type"":""Point"",""coordinates"":[27.908611297607422,-23.7630558013916]}"
